Name,Brand,Price,Rating,Processor_name,Threads,RAM_GB,RAM_type,Storage,Storage_type,Graphics_name,Display_size,Touch_screen,OS
Acer One 14,Acer,26990,3.09,AMD Ryzen 3,4,8,DDR4,256, SSD,AMD Radeon Graphics,14,FALSE,Windows 11 OS
HP Victus 15,HP,63999,3.23,AMD Ryzen 7,16,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,16.1,FALSE,Windows 11 OS
MSI Thin GF63,MSI,56990,3.14,Intel Core i7,16,8,DDR4,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 10 OS
HP Pavilion 15s,HP,53990,2.92,Intel Core i5,12,16,DDR4,512, SSD,Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
HP Victus 15,HP,60479,3.13,Intel Core i5,12,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,15.6,FALSE,Windows 11 OS
HP 15s fq5111TU,HP,49999,2.77,Intel Core i5,12,8,DDR4,512, SSD,Intel Iris Xe,15.6,FALSE,Windows 11 OS
HP Pavilion 15s,HP,44013,3.13,AMD Ryzen 5,12,16,DDR4,512, SSD,AMD Radeon Graphics,15.6,FALSE,Windows 11 OS
HP Victus 15,HP,61499,3.12,Intel Core i5,12,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,15.6,FALSE,Windows 11 OS
Dell G15 5525,Dell,82588,3.19,AMD Ryzen 7,16,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Asus Vivobook 16X,Asus,52100,3.08,AMD Ryzen 5,12,16,DDR4,512, SSD,AMD Radeon Vega 7 Graphics,16,FALSE,Windows 11 OS
Dell Vostro 3420,Dell,41899,2.82,Intel Core i5,8,8,DDR4,512, SSD,Intel UHD Graphics,14,FALSE,Windows 11 OS
Dell Inspiron 7420,Dell,75290,3.08,Intel Core i5,12,8,DDR4,512, SSD,NVIDIA GeForce MX550,14,TRUE,Windows 11 OS
Dell Inspiron 7420,Dell,83990,3.23,Intel Core i7,12,16,DDR4,512, SSD,NVIDIA GeForce MX550,14,TRUE,Windows 11 OS
MSI Thin GF63,MSI,46990,3.19,Intel Core i5,12,8,DDR4,512, SSD,NVIDIA Geforce GTX1650 Max Q,15.6,FALSE,Windows 10 OS
HP Pavilion 15s,HP,58990,2.73,Intel Core i5,16,8,DDR4,512, SSD,Intel Integrated Iris Xe Graphics,15.6,FALSE,Windows 11 OS
HP Pavilion 14,HP,76990,2.97,Intel Core i7,12,16,DDR4,1000, SSD,Intel Iris Xe Graphics,14,FALSE,Windows 11 OS
HP Pavilion 15s,HP,61999,2.72,Intel Core i5,16,8,DDR4,512, SSD,Intel Iris Xe,15.6,FALSE,Windows 11 OS
Dell Inspiron 5520,Dell,67990,3.1,Intel Core i5,16,8,DDR5,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Dell G15 5520,Dell,117490,3.19,Intel Core i7,20,16,DDR5,512, SSD,NVIDIA GeForce RTX 3060,15.6,FALSE,Windows 11 OS
HP Victus 16,HP,76999,3.2,AMD Ryzen 7,16,16,DDR4,512, SSD,NVIDIA GeForce RTX 3060,16.1,FALSE,Windows 11 OS
Asus BR1100CKA GJ0722W,Asus,15990,3.16,Intel Celeron ,12.81790123,4,DDR4,128, SSD,Intel UHD Graphics,11.6,FALSE,Windows 11 OS
Asus BR1100CKA GJ0722W,Asus,14490,3.25,Intel Celeron ,12.81790123,4,DDR4,128, SSD,Intel UHD Graphics,11.6,FALSE,Windows 11 OS
Dell Alienware x15,Dell,245490,3.25,Intel Core i7,16,16,DDR4,1000, SSD,NVIDIA GEFORCE RTX 3060,15.6,FALSE,Windows 11 OS
HP Pavilion 15,HP,76600,2.84,Intel Core i5,16,16,DDR4,512, SSD,Intel Iris Xᵉ Graphics,15.6,FALSE,Windows 11 OS
HP Pavilion x360,HP,66999,2.87,Intel Core i7,8,16,DDR4,512, SSD,Intel Iris Xe Graphics,14,TRUE,Windows 11 OS
Dell Vostro 5625,Dell,58990,3.05,AMD Ryzen 5,12,16,DDR4,512, SSD,AMD Vega,16,FALSE,Windows 11 OS
HP 15s eq2144au,HP,38250,3,AMD Ryzen 5,12,8,DDR4,512, SSD,AMD Radeon Graphics,15.6,FALSE,Windows 11 OS
HP 15s eq2143au,HP,32610,3.07,AMD Ryzen 3,8,8,DDR4,512, SSD,AMD Radeon AMD,15.6,FALSE,Windows 11 OS
Lenovo Legion 5,Lenovo,106305,3.27,AMD Ryzen 7,16,16,DDR4,1000, SSD,NVIDIA GeForce RTX 3060,16,FALSE,Windows 11 OS
Dell Latitude 5420,Dell,114900,2.79,Intel Core i7,8,16,DDR4,512, SSD,Intel Iris Xe Graphics,14,FALSE,Windows 10 OS
HP Pavilion 15,HP,55999,3.1,AMD Ryzen 5,12,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,15.6,FALSE,Windows 10 OS
Dell Inspiron 5410,Dell,86999,2.82,Intel Core i7,8,16,DDR4,512, SSD,Intel Iris Xe,14,TRUE,Windows 10 OS
Avita Liber NS14A8INR671,Avita,38990,3.14,Intel Core i7,8,16,DDR4,1000, SSD,Intel Integrated UHD,14,FALSE,Windows 10 OS
Microsoft Surface Pro,Microsoft,69000,2.19,Microsoft SQ1 SQ1,12.81790123,8,LPDDR4X,128, SSD,Adreno 685,13,TRUE,Windows 10 OS
Avita Pura NS14A6,Avita,20490,3.31,AMD Ryzen 5,8,8,DDR4,512, SSD,AMD Radeon Vega 8,14,FALSE,Windows 10 OS
Apple MacBook Air,Apple,109999,2.42,Intel Core i7,8,8,LPDDR4X,512, SSD,Intel Iris Plus,13.3,FALSE,"Mac 10.15.3	 OS"
Samsung Galaxy Book,Samsung,59411,2.85,Intel Core i5,12.81790123,8,DDR4,1000, SSD,Intel UHD Graphics,13.3,FALSE,Windows 10 OS
Apple MacBook Pro,Apple,201498,3.15,Intel Core i9,12.81790123,32,DDR4,2000, SSD,Radeon Pro 5500M,16,FALSE,Mac Catalina OS
HP EliteBook 840,HP,90464,2.65,Intel Core i5,8,8,DDR4,512, SSD,Integrated UHD Graphics 620,14,FALSE,Windows 10 OS
Dell Inspiron 5370,Dell,87990,2.99,Intel Core i7,8,8,DDR4,256, SSD,Geforce MX130,13.3,FALSE,Windows 10 OS
Honor MagicBook X16,Honor,56990,2.74,Intel Core i5,12,8,LPDDR4X,512, SSD,Intel UHD Graphics,16,FALSE,Windows 11 OS
Honor MagicBook X14,Honor,54990,2.74,Intel Core i5,12,8,LPDDRX4,512, SSD,Intel UHD Graphics,14,FALSE,Windows 11 OS
Lenovo ThinkPad P14s,Lenovo,109990,3.2,Intel Core i7,16,16,LPDDR5X,512, SSD,NVIDIA RTX A500,14,FALSE,Windows 11 OS
Lenovo ThinkPad P14s,Lenovo,129990,3.18,Intel Core i7,16,16,LPDDR5X,512, SSD,NVIDIA RTX A500,14,FALSE,Windows 11 OS
Lenovo Thinkpad E16,Lenovo,63490,2.71,Intel Core i5,12,8,DDR4,512, SSD,Intel Integrated Iris Xe,16,FALSE,Windows 11 OS
Infinix INBook Y4,Infinix,37990,2.85,Intel Core i3,8,8,LPDDR4X,512, SSD,Intel Integrated Iris Xe,16,FALSE,Windows 11 OS
MSI Commercial 14,MSI,87990,2.82,Intel Core i5,12,16,DDR4,512, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
Lenovo IdeaPad 1,Lenovo,30700,2.94,Intel Celeron ,2,8,DDR4,512, SSD,Intel UHD Graphics 600,15.6,FALSE,Windows 11 OS
Honor MagicBook X16,Honor,58990,2.9,Intel Core i5,12,16,LPDDR4X,512, SSD,Intel UHD Graphics,16,FALSE,Windows 11 OS
MSI Katana A15,MSI,104990,3.15,AMD Ryzen 7,16,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,15.75,FALSE,Windows 11 OS
MSI Commercial 14,MSI,109990,3.25,Intel Core i7,20,32,DDR4,1000, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
MSI Thin A15,MSI,65990,3.23,AMD Ryzen 5,12,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
MSI Thin A15,MSI,71990,3.21,AMD Ryzen 5,12,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
MSI Thin A15,MSI,81990,3.19,AMD Ryzen 5,12,16,DDR4,512, SSD,NVIDIA GeForce RTX 4050,15.6,FALSE,Windows 11 OS
MSI Thin A15,MSI,91990,3.29,AMD Ryzen 7,16,16,DDR4,1000, SSD,NVIDIA GeForce RTX 4050,15.6,FALSE,Windows 11 OS
MSI Thin A15,MSI,99990,3.28,AMD Ryzen 7,16,16,DDR4,1000, SSD,NVIDIA GeForce RTX 4060,15.6,FALSE,Windows 11 OS
MSI Vector 17,MSI,279990,3.84,Intel Core i9,32,32,DDR5,2000, SSD,NVIDIA GeForce RTX 4080,17,FALSE,Windows 11 OS
Infinix INBook X2,Infinix,32990,2.91,Intel Core i5,8,8,LPDDR4X,512, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
MSI Modern 15,MSI,69990,2.98,Intel Core i7,20,16,DDR4,1000, SSD,Intel Integrated Iris Xe,15.6,FALSE,Windows 11 OS
MSI Modern 15,MSI,79990,2.96,Intel Core i9,20,16,DDR4,1000, SSD,Intel Integrated Iris Xe,15.6,FALSE,Windows 11 OS
MSI Modern 15,MSI,59990,2.89,Intel Core i5,12,16,DDR4,512, SSD,Intel Integrated Iris Xe,15.6,FALSE,Windows 11 OS
Chuwi GemiBook Plus,Chuwi,21990,3.05,Intel Celeron ,4,8,LPDDR5,256, SSD,Intel Integrated UHD Graphics,15.6,FALSE,Windows 11 OS
MSI Stealth 16,MSI,199990,3.6,Intel Core Ultra,22,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,16,FALSE,Windows 11 OS
MSI Modern 14,MSI,58990,2.9,Intel Core i5,12,16,DDR4,512, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
Lenovo LOQ 15IRH8,Lenovo,73882,3.26,Intel Core i5,12,16,DDR5,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
MSI Modern 14,MSI,78990,2.96,Intel Core i9,20,16,DDR4,1000, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
MSI Modern 14,MSI,68990,2.99,Intel Core i7,16,16,DDR4,1000, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
MSI Prestige 13,MSI,99990,2.93,Intel Core Ultra,18,16,LPDDR5,1000, SSD,Intel Arc Graphics,13.3,FALSE,Windows 11 OS
Asus TUF F17,Asus,65990,3.28,Intel Core i5,12,16,DDR6,512, SSD,NVIDIA GeForce RTX 2050,17.3,FALSE,Windows 11 OS
Dell G15 5530,Dell,79990,3.24,Intel Core i5,16,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Lenovo ThinkPad E14,Lenovo,73990,2.85,Intel Core i5,12,16,DDR4,512, SSD,Intel UHD Graphics,14,FALSE,Windows 11 OS
Lenovo Thinkbook 15,Lenovo,55990,2.91,Intel Core i5,12,16,DDR4,512, SSD,Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
HP 14 ew0153TU,HP,97990,2.93,Intel Core i7,12,16,LPDDR5X,1000, SSD,Intel Integrated Intel Iris Xe,14,FALSE,Windows 11 OS
Chuwi Ubook X,Chuwi,39990,2.92,Intel Core i5,8,12,LPDDR3,512, SSD,Intel UHD Graphics,12,FALSE,Windows 11 OS
Infinix INBook Y4,Infinix,52990,2.92,Intel Core i7,12,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,16,FALSE,Windows 11 OS
Lenovo Ideapad Slim,Lenovo,28190,2.59,Intel Pentium ,4,4,LPDDR4X,128, Hard Disk,Intel UHD Graphics,14,FALSE,Chrome OS
HP Pavilion 15,HP,58500,3.05,AMD Ryzen 5,12,16,DDR4,512, SSD,AMD Radeon Graphics,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad Gaming,Lenovo,50990,3.29,AMD Ryzen 5,8,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
Lenovo ThinkPad E1,Lenovo,49990,2.77,Intel Core i3,8,8,DDR4,512, SSD,Intel UHD Graphics,16,FALSE,Windows 11 OS
Acer Aspire Lite,Acer,49199,3.07,Intel Core i5,12,16,DDR4,1000, SSD,Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
HP Spectre x360,HP,159990,3.21,Intel Core Ultra,22,32,LPDDR5X,1000, SSD,Intel Arc Graphics,14,TRUE,Windows 11 OS
HP Spectre x360,HP,159990,3.21,Intel Core Ultra,22,32,LPDDR5X,1000, SSD,Intel Arc Graphics,14,TRUE,Windows 11 OS
Acer Nitro V,Acer,73990,3.26,Intel Core i5,12,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad Slim,Lenovo,43990,2.81,Intel Core i3,6,8,LPDDR5,512, SSD,Integrated Intel UHD Graphics,15.6,FALSE,Windows 11 OS
Chuwi CoreBook X,Chuwi,34990,3.05,Intel Core i5,8,16,DDR4,512, SSD,Intel UHD Graphics,14,FALSE,Windows 11 OS
Avita Liber Liber,Avita,32971,3,AMD Ryzen 5,12,8,DDR4,256, SSD,AMD Radeon,14,FALSE,Windows 11 OS
Lenovo ThinkPad X1,Lenovo,145000,2.72,Intel Core i5,5,8,LPDDR4X,1000, SSD,Intel Integrated Graphics,13.3,TRUE,Windows 10 OS
HP Envy x360,HP,80640,2.82,AMD Ryzen 5,12,8,LPDDR5,512, SSD,AMD Radeon AMD,15.6,TRUE,Windows 11 OS
MSI Prestige 13,MSI,113999,2.79,Intel Core Ultra,22,16,LPDDR5,512, SSD,Intel Arc Graphics,13.3,FALSE,Windows 11 OS
HP Omen 16,HP,151490,3.16,Intel Core i7,24,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,16.1,FALSE,Windows 11 OS
Lenovo Ideapad Flex,Lenovo,53990,2.75,Intel Core i3,8,8,LPDDR4,512, SSD,Intel Integrated UHD,14,TRUE,Windows 11 OS
Acer Predator Triton,Acer,199999,3.86,Intel Core Ultra,22,32,LPDDR5X,2000, SSD,NVIDIA GeForce RTX 4070,16,FALSE,Windows 11 OS
Lenovo V14 82KAA0AMIH,Lenovo,45990,2.59,Intel Core i5,8,8,DDR4,512, SSD,Intel UHD Graphics,14,FALSE,DOS OS
Lenovo IdeaPad Slim,Lenovo,48900,2.78,Intel Core i5,8,8,DDR4,512, SSD,Integrated Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
Asus Chromebook CX3402CB,Asus,34990,2.58,Intel Core i3,8,8,LPDDR5,128, Hard Disk,Intel Integrated UHD,14,FALSE,Chrome OS
Lenovo V14 82KAA01QIH,Lenovo,45990,2.79,Intel Core i5,8,8,DDR4,512, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 10 OS
Acer Nitro V16,Acer,149900,3.24,AMD Ryzen 7,16,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,16,FALSE,Windows 11 OS
Lenovo IdeaPad Slim,Lenovo,62990,2.88,Intel Core i7,12,16,DDR4,512, SSD,Integrated Intel IrisXe Graphics,15.6,FALSE,Windows 11 OS
Lenovo Yoga Slim,Lenovo,81400,2.96,Intel Core i5,16,16,LPDDR5X,1000, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
Dell Inspiron 3535,Dell,34450,3.04,AMD Ryzen 3,8,8,LPDDR5,512, SSD,AMD Radeon Graphics,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad 1,Lenovo,26490,2.94,Intel Celeron ,2,8,DDR4,256, SSD,Intel Integrated UHD,14,FALSE,Windows 11 OS
HP 15s EQ2084AU,HP,51980,3.08,AMD Ryzen 7,16,16,DDR4,512, SSD,AMD Radeon AMD,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad Gaming,Lenovo,67990,3.27,Intel Core i5,12,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Dell Inspiron 3520,Dell,34990,2.89,Intel Core i3,4,8,DDR4,512, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
Lenovo Thinkpad E14,Lenovo,67900,2.49,Intel Core i5,12,8,DDR4,512, SSD,Intel Iris Xe Graphics,14,FALSE,DOS OS
Lenovo IdeaPad Slim,Lenovo,31500,2.86,Intel Core i3,4,8,DDR4,256, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
MSI CreatorPro X17,MSI,519990,5,Intel Core i9,32,64,DDR5,4000, SSD,NVIDIA GeForce RTX 3500 Ada,17,FALSE,Windows 11 OS
Acer Aspire Lite,Acer,50000,3.06,Intel Core i5,8,16,DDR4,1000, SSD,Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
Lenovo ThinkPad X1,Lenovo,218990,2.85,Intel Core i7,12,16,LPDDR5,1000, SSD,Intel Iris Xe Graphics,14,FALSE,Windows 11 OS
Acer Aspire Lite,Acer,43990,2.81,Intel Core i5,12,8,DDR4,512, SSD,Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
Avita Pura S101,Avita,19299,3.13,Intel Celeron ,2,8,DDR4,256, SSD,Intel Integrated UHD Graphics,14,FALSE,Windows 11 OS
Lenovo Yoga Slim,Lenovo,123190,2.9,Intel Core i7,16,16,LPDDR5,1000, SSD,Intel Integrated Iris Xe,13.3,TRUE,Windows 11 OS
Acer Aspire 5,Acer,46990,2.79,Intel Core i5,12,8,DDR4,512, SSD,Intel Iris Xe Graphic,15.6,FALSE,Windows 11 OS
Avita Pura S102,Avita,20035,3.17,Intel Celeron ,2,8,DDR4,512, SSD,Intel Integrated UHD Graphics,15.6,FALSE,Windows 11 OS
HP Spectre x360,HP,154999,2.75,Intel Core i7,12,16,LPDDR4X,512, SSD,Intel Iris Xe Graphics,13.5,TRUE,Windows 11 OS
HP ProBook 440,HP,79000,2.84,Intel Core i5,12,16,DDR4,512, SSD,Intel Iris Xe Graphics,14,FALSE,Windows 11 OS
Acer Aspire Lite,Acer,44990,2.92,Intel Core i5,8,8,DDR4,1000, SSD,Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
Lenovo S14 Gen,Lenovo,48989,2.57,Intel Core i5,12,8,DDR4,512, SSD,Intel UHD Graphics,14,FALSE,DOS OS
Acer Aspire 5,Acer,59900,2.89,Intel Core i5,12,16,LPDDR5,512, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
Dell Inspiron 7430,Dell,88990,2.65,Intel Core i5,12,8,LPDDR5,512, SSD,Intel Integrated,14,TRUE,Windows 11 OS
HP Pavilion Plus,HP,124999,3.31,Intel Core i7,20,16,DDR4,1000, SSD,NVIDIA GeForce RTX 3050,16,FALSE,Windows 11 OS
Gigabyte G5 MF,Gigabyte,72990,3.09,Intel Core i5,16,8,DDR4,512, SSD,NVIDIA GeForce RTX 4050,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad Gaming,Lenovo,52400,3.33,Intel Core i5,8,16,DDR4,512, SSD,NVIDIA GeForce GTX 1650,15.6,FALSE,Windows 11 OS
Dell Inspiron 3530,Dell,66990,2.99,Intel Core i5,12,16,DDR4,1000, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
MSI Vector GP68,MSI,184990,3.27,Intel Core i7,24,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,16,FALSE,Windows 11 OS
Lenovo Yoga 7,Lenovo,91190,2.82,Intel Core i5,16,16,LPDDR5,512, SSD,Integrated Intel Iris Xe Graphics,14,TRUE,Windows 11 OS
Asus Vivobook 15X,Asus,58990,2.97,AMD Ryzen 5,12,16,DDR4,1000, SSD,Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
Asus Vivobook 15X,Asus,62940,3.03,AMD Ryzen 7,16,16,DDR4,512, SSD,Integrated AMD Radeon Graphics,15.6,FALSE,Windows 11 OS
Lenovo V15 G4,Lenovo,34821,3.04,AMD Ryzen 5,8,8,DDR5,512, SSD,AMD Radeon Graphics,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad Slim,Lenovo,37800,2.86,Intel Core i3,4,8,DDR4,512, SSD,Intel UHD Graphics,14,FALSE,Windows 11 OS
Lenovo IdeaPad 3,Lenovo,32990,2.84,Intel Core i3,8,8,DDR4,256, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
Asus Vivobook Go,Asus,45890,3.11,AMD Ryzen 5,8,16,LPDDR5,512, SSD,AMD Radeon AMD,14,FALSE,Windows 11 OS
Acer Aspire Lite,Acer,53499,3.04,Intel Core i7,8,16,DDR4,1000, SSD,Intel Iris Xe Graphics,15.6,FALSE,Windows 11 OS
Asus Vivobook Pro,Asus,76990,3.2,AMD Ryzen 7,16,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,15.6,FALSE,Windows 11 OS
Acer Chromebook CB314,Acer,23990,2.75,Intel Celeron ,2,8,LPDDR4X,64, SSD,Intel Integrated UHD,14,FALSE,Chrome OS
Dell Inspiron 3520,Dell,36490,2.87,Intel Core i3,4,8,DDR4,512, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
Dell Inspiron 7430,Dell,47974,2.72,Intel Core i3,8,8,LPDDR5,256, SSD,Intel UHD Graphics,14,TRUE,Windows 11 OS
Ultimus Pro NU14U3INC43B,Ultimus,13990,3.28,Intel Celeron ,2,4,DDR4,128, SSD,Intel Integrated UHD Graphics,14.1,FALSE,Windows 11 OS
Zebronics Pro Series,Zebronics,31990,2.92,Intel Core i5,12,8,DDR4,512, SSD,Intel Integrated,15.6,FALSE,Windows 11 OS
Acer Nitro V,Acer,65990,3.28,Intel Core i5,12,16,DDR5,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
HP 15s fy5007TU,HP,49980,2.77,Intel Core i5,12,8,DDR4,512, SSD,Intel Integrated UHD,15.6,FALSE,Windows 11 OS
Ultimus Lite NU14U4INC54,Ultimus,15990,3.28,Intel Celeron ,2,8,DDR4,256, SSD,Intel Integrated UHD Graphics,14.1,FALSE,Windows 11 OS
Acer Nitro V,Acer,63990,3.12,Intel Core i5,12,8,DDR5,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
HP Omen 16,HP,161039,3.16,Intel Core i7,24,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,16.1,FALSE,Windows 11 OS
HP Pavilion Plus,HP,89990,3.09,AMD Ryzen 7,16,16,LPDDR5X,1000, SSD,AMD Radeon 780M Graphics,14,FALSE,Windows 11 OS
HP Omen 17,HP,151990,3.16,Intel Core i7,24,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,17.3,FALSE,Windows 11 OS
Lenovo Yoga Slim,Lenovo,80190,2.84,Intel Core i5,16,16,LPDDR5,512, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
Lenovo IdeaPad Gaming,Lenovo,51990,3.11,AMD Ryzen 5,12,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad 1,Lenovo,37990,3.01,AMD Ryzen 5,12,8,DDR4,512, SSD,AMD Radeon,15.6,FALSE,Windows 11 OS
Asus TUF Gaming,Asus,61786,3.29,Intel Core i5,12,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,17.3,FALSE,Windows 11 OS
Dell Inspiron 5430,Dell,58990,2.73,Intel Core i5,12,8,LPDDR5,512, SSD,Intel Iris Xe Graphics,14,FALSE,Windows 11 OS
Lenovo IdeaPad Flex,Lenovo,73990,2.85,Intel Core i5,12,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,14,TRUE,Windows 11 OS
Lenovo Legion Pro,Lenovo,164190,3.23,AMD Ryzen 7,16,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,16,FALSE,Windows 11 OS
Lenovo Yoga Slim,Lenovo,106000,2.8,Intel Core i7,20,16,LPDDR5X,512, SSD,Intel Integrated Iris Xe,14,FALSE,Windows 11 OS
Lenovo IdeaPad 5,Lenovo,87774,3.18,AMD Ryzen 7,16,16,LPDDR5,512, SSD,NVIDIA GeForce RTX 3050,16,FALSE,Windows 11 OS
Lenovo Legion 5,Lenovo,103395,3.15,AMD Ryzen 7,16,16,DDR4,512, SSD,NVIDIA GeForce RTX 3060,16,FALSE,Windows 11 OS
Lenovo IdeaPad 1,Lenovo,39990,2.99,AMD Ryzen 5,8,8,LPDDR5,512, SSD,AMD Radeon 610M,15.6,FALSE,Windows 11 OS
Lenovo Legion Pro,Lenovo,298990,3.58,Intel Core i9,32,32,DDR5,1000, SSD,NVIDIA Geforce RTX 4080,16,FALSE,Windows 11 OS
Lenovo IdeaPad Slim,Lenovo,72190,2.86,Intel Core i5,12,16,LPDDR5,512, SSD,Integrated Intel Iris Xe Graphics,14,FALSE,Windows 11 OS
MSI CreatorPro Z16,MSI,449990,4.5,Intel Core i9,12.81790123,64,DDR5,2000, SSD,NVIDIA RTX 3000 Ada,16,FALSE,Windows 11 OS
Lenovo Yoga 7,Lenovo,116190,3.11,Intel Core i7,16,16,LPDDR5,1000, SSD,AMD Radeon Graphics,14,TRUE,Windows 11 OS
Lenovo IdeaPad Flex,Lenovo,87990,2.82,Intel Core i7,12,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,14,TRUE,Windows 11 OS
Lenovo IdeaPad 3,Lenovo,32690,2.85,Intel Core i3,8,8,DDR4,256, SSD,Intel UHD Graphics,15.6,FALSE,Windows 11 OS
Acer C734 NX.H8VSI.004,Acer,19990,2.77,Intel Celeron Dual,2,4,LPDDR4X,64, Hard Disk,Intel Integrated UHD,11.6,FALSE,Chrome OS
Lenovo IdeaPad Slim,Lenovo,32500,3.07,AMD Ryzen 3,8,8,LPDDR5,512, SSD,AMD Radeon Graphics,15.6,FALSE,Windows 11 OS
Asus ROG Strix,Asus,86990,3.3,AMD Ryzen 7,16,16,DDR5,1000, SSD,NVIDIA GeForce RTX RTX 3050,15.6,FALSE,Windows 11 OS
Acer Aspire 5,Acer,60999,3.3,Intel Core i5,12,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,15.6,FALSE,Windows 11 OS
Dell Inspiron 15,Dell,44890,2.8,Intel Core i5,8,8,DDR4,512, SSD,Intel Integrated UHD Graphics,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad 1,Lenovo,39990,2.99,AMD Ryzen 5,8,8,LPDDR5,512, SSD,AMD Radeon 610M,15.6,FALSE,Windows 11 OS
Asus Vivobook S14,Asus,68990,3.14,AMD Ryzen 5,12,16,DDR4,1000, SSD,AMD Radeon Graphics,14,TRUE,Windows 11 OS
HP Zbook FireFly,HP,89900,2.82,Intel Core i5,8,16,DDR4,512, SSD,Intel UHD Graphics,14,FALSE,Windows 11 OS
Dell Latitude 14,Dell,89990,2.82,Intel Core i7,8,16,DDR4,512, SSD,Intel Iris Xe Graphics,14,FALSE,Windows 11 OS
HP 255 G9,HP,20990,3.15,AMD Athlon,2,4,DDR4,256, SSD,AMD Integrated,15.6,FALSE,Windows 11 OS
Lenovo IdeaPad 1,Lenovo,26990,3.15,AMD Athlon,2,8,LPDDR5,512, SSD,AMD Radeon 610M Graphics,15.6,FALSE,Windows 11 OS
Lenovo V14 G4,Lenovo,28990,3.12,AMD Ryzen 3,8,8,LPDDR5,512, SSD,AMD Radeon,14,FALSE,Windows 11 OS
Lenovo V15 G3,Lenovo,44900,2.8,Intel Core i5,12,8,DDR4,512, SSD,Intel Integrated UHD,15.6,FALSE,Windows 11 OS
